concept;turkic;iranian
lake;tʲeŋɨz̥ / kwøl / kwøl / kwøł / kwʊł / kwøł /  / kwøl / kwøl / kwøl / kwøl / køl / gøl / gøl / køl / køl / gøl / gøl / køl / gøl / kʲøl / køl / hawz / darɨja / køl / kwøl / kwøl / kwøl / kwøl / kwøl / kwøl / kwøl / kwøl / kwøl / kwøl / kwøl / kwøl / kwøl / kwøl /  / kʉl / køl / køl / kwʉł / kwøł / kwʉł / kwʉł / kʉl / kʉl / ;kul / køl / køl / køl /  / kʊl / kul / kul / kul / kul / kul / kul / havz / havz / hawz / khul / kul / hawz̥ / hawz / hawz / khul / hawz / kul / kul / kul / kʊl / kul / kul / kul / kul / kul / kul / kʉl / kʉl / ozero / havz / hawz / hawz /  / 
sea;kʉł / dʲeŋɪz̥ / tʲeŋɪz̥ / tʲeŋɪz̥ / tʲeŋɪz̥ / tʲeŋɪz̥ / tʲeŋɪz̥ / tʲeŋiz̥ / tʲeŋiz / tʲeŋiz̥ / tʲeŋiz̥ / deŋiz̥ / deŋiz̥ / deŋiz̥ / deŋiz̥ / deŋiz̥ / dʲeŋiz̥ / dʲeŋiz̥ / deŋiz̥ / deŋiz̥ / dɛŋɪs / dʲeŋɪs / dʲeŋɪz̥ / dʲeŋɪs / dɛŋiz̥ / tʲeŋiz̥ / tʲeŋiz̥ / tʲeŋiz̥ / tarja / tʲeŋɨz̥ / tʲeŋɨz̥ / tʲeŋɨz̥ / tʲeŋiz̥ / tʲeŋiz̥ / tʲeŋiz̥ / tʲeŋiz̥ / dʲeŋiz̥ / dʲeŋiz̥ / tʲeŋiz̥ / darjɔ / dʲeŋiz̥ / dʲeŋɪs / dʲeŋɪs / deŋiz̥ / deŋiz̥ / deŋiz̥ / deŋiz̥ / deŋiz̥ / darjɔ / ;bahar / bahar / bahar / darjɔ / bahar / deŋiz̥ / dzingɨz / darjɔ / dingɨz̥ / kul / bahr / bahr / bahar / bahar / bahar / bahar / bahar / darjɔ / d̥arjɔ / bahɐr / bahar / bahɐr / bahar / bahər / bahər / bahr / bahar / bahr / bahr / bahr / bahr / kul / deŋiz̥ / deŋiz̥ / bahar / havz / bahr / bahr /  / 
salt;tʉz̥ / tʊz̥ / tuz̥ / duz̥ / duz̥ / tuz̥ / tuz̥ / dʊz / tuz / tʉz / tʉz̥ / tus / tus / tus / tuz̥ / tuz̥ / tuz̥ / tus / tus / tuz / tuz̥ / tus / tʉs / tuz / tuz̥ / dʉz̥ / dʉz̥ / dʉz̥ / tus / tʉs / tʊs / tuz̥ / dʊz̥ / dʊz̥ / d̥ʊz̥ / dʉz̥ / tuz̥ / tʉz̥ / tʉz̥ / tuz̥ / tʊz̥ / tuz̥ / tus / tus / tus / tus / tʉz / tuz / tuz̥ / ;namak / namak / namak / namak / namak / namak / namak / namak / namak / namak / namak / namak / namak / namak / namak / namak / nəmək / namak / namak / namak / namak / nəmək / namak / namak / namak / namak / namak / namak / namak / namak / namak / namak / namak / namak / namak / namak / namak / namak /  / 
stone;tas / tas / tas / tas / tas / tas / tas / tas / tas / tas / tas / taʃ / taʃ / taʃ / tas / taʃ / taʃ / taʃ / tas / taʃ / taʃ / taʃ / taʃ / tɔʃ / taʃ / tas / tas / tas / tas / tas / tas / tas / tas / tas / tas / tas / taʃ / taʃ / taʃ / tɔʃ / tɔʃ / tɔs / tɔs / tɔʃ / tɒʃ / tɔʃ / tɔʃ / tɔʃ / tɔʃ / ;saŋ / sãŋ / saŋ / saŋ / saŋ / saŋ / saŋ / saŋ / sæŋ / saŋ / saŋ / saŋ / saŋ / saŋ / saŋ / saŋ / saŋ / saŋ˳ / saŋ / saŋ / saŋ / saŋ / saŋ / saŋ / saŋ / saŋ / saŋ / saŋ / saŋ / saŋ / saŋ / saŋ / saŋ / saŋ / sang / sank / sank / sang /  / 
sand;qum / qum / qum / qum / qum / qum / qum / qʊm / qʊm / qʊm / qʊm / qum / qum / qum / qum / qʊm / qum / qum / qum / qum / qum / qum / qum / qum / qum / qʊm / qʊm / qʊm / qʊm / qʊm / qʊm / qʊm / qʊm / qʊm / qʊm / qʊm / qʊm / qʊm / qʊm / qʊm / qum / qum / qʊm / tuprɔk / qʊm / qʊm / qʊm / qum / qum / ;xum / kum / kum / kumʧa /  / qøm / qum / kʊm / qøm / qm̩ / rek / rʲek / rek / qʊm / rʲeg / qɜm / qɜm / reg˳ / reg / rʲeg˳ / xɔq / qm̩ / reg˳ / reg˳ / reg˳ / qʊm / qʊm / qʊm / xɔk / qʊm / qm̩ / xɔk / xɔk / xɔk / rʲek / qʊm / rek / rʲeg /  / 
dust;ʃaŋ / ʃaŋ / ʃaŋ / ʃaŋ / ʃaŋ / ʃaŋ / ʃaŋ / ʃaq / ʃaŋ / ʃaŋ / ʃaŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧaŋ / caŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʃaŋ / ʃaŋ / ʃaŋ / ʃaŋ / ʃaŋ / ʧaŋ / ʃaŋ / ʃaŋ / ʃaŋ / ʃaŋ / ʃaŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧæŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧãŋ / ʧaŋ / ;ʧaŋ / ʧaŋ / ʧaŋ / ʧaŋ /  / ʧaŋ / ʧaŋ / ʧaŋ / ʧæŋ / ʧæŋ / gard̥ / gard̥ / ʧaŋ / gard / ʧaŋ / gard / gard / ʧaŋ˳ / ʧaŋ / gard̥ / gard / gard / ʧaŋ / ʧæŋ / ʧæŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧaŋ / ʧang / ʧank / ʧank / ʧank /  / 
earth;ʒʲɪr / ʒʲer / ʒʲɪr / ʒʲɪr / ʒʲer / ʒʲer / ʒʲɪr / ʒʲer / ʒɛr / ʒɛr / ʒjer / ʤer / ʤer / ʤer / ʤer / ʤer / ʤer / ʤer / ʤer / ʤer / ʤɛr / ʤer / ʤer / jɛr / ʤer / ʒʲer / ʒʲer / ʒʲer / ʒʲɛr / ʒʲɛr / ʒʲɛr / ʒʲɪr / ʒʲɪr / ʒʲɪr / ʒʲer / ʒʲer / ʤʲer / ʤʲer / ʤʲer / jer / jɛr / jɛr / jer / jer / jer / jer / jer / jɛr / jɛr / ;zamin / zamin / zamin / zamin / zamin / zamin / zamin / zamin / zamin / zamin / zamin / zamin / zamin / xɔq / zamin / zəmɪn / zəmin / zamin / zamin / zəmin / zamin / zmin / zamɪn / zamin / zamən / zamin / zamin / zamin / zamin / zamin / zamin / zamin / zamin / zamin / zamin / rʲek / zamin / zamin /  / 
cloud;bʉlt / bult / bult / bʊlt / bʊlt / bʊlt / bʊlt / bʊlt / bʊlt / bʊlt / bʊlt / bulut / bulut / bulut / bulut / bulut / bulut / bulut / bulut / bulut / bulut / bulut / bulut / bulut / bulut / bʊlt / bʊlt / bʊlt / bʊlt / bʊlt / bʊlt / bʊlt / bʊlt / bʊlt / bʊlt / bʊlt / bʊlt / bʊlt / bʊlt / bulut / bulut / bulut / bulut / bʊlʊt / bʊlʊt / bʊlʊt / bʊlʊt / bulut / bulut / ;abr /  / bulut / bulut / bulut /  / abr / bələt / bulut / bulut / abr̩ / abr̩ / abr̩ / abr̩ / abr̩ / aβr / avr /  / bulut / abr̩ / abr̩ / aβr̩ / bʊlʊt / bʊlʊt / abr̩ / avr̩ / abr / avr / abr /  / abr / avr / bulut / bulut / abr / abr / abr / abr /  / 
fog;tʉman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tʊman / tʊman / tʊman / tʊman / tʊman / tʊman / tuman / tuman / tuman / tuman / tʊman / tuman / tuman / duman / tuman / tuman / tuman / tuman / duman / duman / duman / duman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / ;tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tuman / tʊman / tuman / tuman /  / 
sky;aspan / aspan / aspan / aspan / aspan / aspan / aspan / asfan / asfan / aspan / aspan / asman / asman / asman / asman / asman / asman / asman / asman / asman / asmɔn / asman / ɒsmɒn / ɒsmɒn / asman / asfan / aspan / aspan / asman / aspan / asman / aspan / aspan / asfan / aspan / aspan / asman / asman / asman / ɔsmɔn / ɔsmɔn / ɔsmɔn / ɔsmɔn / ɔsmɒn / ɔsmɔn / ɔsmɔn / ɔsmɔn / ɔsmɔn / ɔsmɔn / ;ɔsmɔn / ɔsmɔn / ɔsmɒn / ɔsmɔn / havɔ / ɔsmon / ɔsmɔn /  / ɔsmʊn / ɔsmun / ɔsmɔn / haβɔ / haβɔ / ɔsmɔn / ɔsmɔn / ɔsmɔn / ɔsmɔn / ɔspɔn / ɔsmɔn / ɔsmɔn / ɔsmɔn / ɔsmʊn / ɔsmɔn / ɔsmɔn / ɔsmɔn / ɔsmɔn / havɔ / ɔsmɔn / ɔsmɔn / ɔsmɔn / ɔsmɔn / ɔsmɔn / ɔspɔn / ɔsmɔn / ɔsmʊn / ɔsmun / ɔsmɔn / ɔsmʊn /  / 
wind;ʒʲɪl / ʃamał / ʃamał / ʃamɒł / ʃamał / ʒʲɪl / ʃamɒl / ʒil / ʒel / ʒɪl / ʒʲel / ʃamal / ʃamal / ʃamal / ʃamal / ʃamal / ʃamal / ʃamal / ʃamal / ʃamal / ʃamɒl / ʃamal / ʃɒmal / ʃamal / ʃamal / samal / samal / samal / ʃamal / ʃamal / ʃamal / samal / samal / samal / samal / samal / ʃamal / ʃamal / ʃamal / ʃamɔl / ʃamɔl / ʃamɔl / ʃamɔl / ʃamɔl / ʃamɔl / ʃamɔl / ʃamɒl / ʃamɔl / ʃamɔl / ;ʃamɔl / ʃamɔl / ʃamɔl / ʃamɒl / ʃamɔl / ʃɒmɔl / ʃamɔl / ʃamɔl / ʃamʊl / ʃamɔl / ʃɒmɔl / ʃamɔl / ʃamɔl / ʃamɔl / ʃamɔl / ʃamɔl / ʃamɔl / ʃamɔl / samɔl / ʃamɔl / ʃamɔl / ʃamɔl / ʃamɔl / ʃamɔl / ʃamɔl / samɔl / ʃamɔl / ʃamɔl / ʃamɔl / samɔl / ʃamɔl / ʃamɔl / ʃamɔl / samɔl / ʃamɔl / ʃamɔl / ʃamɔl / ʃamɔl /  / 
snow;qar / qar / qar / qar / qar / qar / qar / qar / qar / qar / qar / qar / qar / qar / qar / qar / qar / qar / qar / qar / qɒr / qɒ / qɒr / qɒr̯ / qar / qar / qar / qar / qar / qar / qar / qar / qar / qar / qar / qar / qar / qar / qar / qɔr / qɔr / qɔr / qɒr / qɔr / qɔr / qɔr / qɔr / qɔr / qɔr / ;barf / barf / barf / barf /  / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / barf / βafr / barf / barf /  / 
ice;mʉz / mʊz̥ / mʊz / mʊz / mʉz̥ / mʊz̥ / mʉz̥ / mʉz̥ / mʉz̥ / mʉz̥ / mʊz̥ / muz̥ / mus / muz̥ / mʊz̥ / muz̥ / muz̥ / mus / muz̥ / muz̥ / muz̥ / muz̥ / muz̥ / muz / muz̥ / mʊz̥ / mʊz̥ / mʉz̥ / mʉz̥ / mʉz̥ / mʉz̥ / mʊz / mʊz̥ / mʊz̥ / mʊz̥ / mʊz̥ / mʊz̥ / mʊz̥ / mʊz̥ / jax / muz̥ / muz̥ / muz̥ / muz̥ / muz̥ / mus / muz / muz / muz̥ / ;jax / jax / jax / jax / jax / jax / jax /  / jax / jax / jax / jax / jax / jax / jax / jax / jax / jax /  / jax / jax / jax / jax / jax / jax / jax / jax / jax / jax / jax / jax / jax / jax / jax / ex / ɪx / ex / ex /  / 
smoke;tʉtʉn / tytyn / tytyn / tytyn / tʉtʉn / bu / tʉtʉn / tytyn / tytyn / tytyn / tylqə / tytyn / tytyn / tytyn / tytyn / tytyn / tytyn / tytyn / tytyn / tytyn / tytyn / tytyn / tytyn / tytyn / tytyn / tytyn / tytyn / tytyn / tʊtʊn / tytyn / tytyn / tytyn / tytyn / tytyn / tytyn / tytyn / tytyn / tytyn / tytyn / dud / tutun / tytyn / tʉtʉn / tytyn / tytyn / tytyn / tytyn / tutun / tutun / ;dʉd̥ / dud̥ / dud̥ / tutun /  / tutun / dud / dud̥ / dud̥ / dd̩ / dud̥ / dud̥ / dud̥ / dud̥ / dʊd / dud̥ / dʊd̥ / tutun /  / dʊd̥ / dʊd̥ / dʊd̥ / dyd̥ / dyd̥ / dyd̥ / dd̩ / dud / dyd / dyt / dud̥ / dyt / dd̩ / dud̥ / dud̥ / dud / dud / dʉd / did /  / 
fire;wɔt / ʒalɨn / wɔt / wɔt / wɔt / wɔt / wɔt / wɔt / wɔt / wɔt / wɔt / ɔt / ɔt / ɔt / ɔt / ɔt / ɔt / ɔt / ɔt / ɔt / ɔt / wɔt / wɔt / ɔt / ɔt / ʒaːlən / ʒaːlən / wɔt / wɔt / wɔt / wɔt / wɔt / ʒaːlən / wɔt / ʒ˳aːlən / wɔt / wɔt / wɔt / wɔt / ɔlɔv / ɔt / alɔv / ɔt / alɔw / alɔw / alɔw / alɔw / ɔlɔv / ɔlɔv / ;alɔw / alɔw / alɔb / alaɔ / alɔw / alaw / aɣaw / alav / alaw / alaɔ / alɔv / alɔv / alɔv / alɔw / ɔtaʃ / alɔw / alɔw / ɔlaw / ɔlɣa / alɔw / alɔw / alɔw / ɒlɔb̥ / alɔb̥ / alɔb̥ / alɔv / alɔv / ɔtaʃ / alɔb / alɔw / ɔtaʃ / alɔv / ɔlaw / ɔlaw / ɔlɔw / ɔlɔw / ɔlɔβ / ɔlɔw /  / 
ashes;kʉl / kʉl / kʉl / kʉł / kʉł / kʉł /  / kʉl / kʉl / kʉl / kʉl / kyl / kyl / gyl / gʉl / kyl / gyl / gyl / kyl / gyl / kyl / kyl / kyl / kyl / gʉl / kʉl / kʉl / kʉl / kʉl / kʉl / kʉl / kʉl / kʉl / kʉl / kʉl / kʉl / kʉl / kʉl / kʉl / kul / pʲepʲɛl / kʉl / kʉl / kʉł / kʉł / kʉł / kʉł / kul / kul / ;xɔkiʃtar / xɔkistar / xɔkistar /  / xɔkistar / xɔkstar / xokistar / xokistar / xokstar / xɔkstar / xɔkɪstar / xɔkɪstar / xɔkɪstar / xɔkɪstar / xɔkɪstar / xɔkɪstar / xɔkɪstar / kul /  / xɔkɪstar /  / xɔkɪstar / xɔkistar / xɔkistar / xɔkistar / xɔkistar / xɔkistar / xɔkistar / xɔkɪstar / xɔkɪstar / xɔkɪstar / xɔkɪstar / xɔkistar / xɔkistar / xɔkɪstar / xɔkɪstar / xɔkɪstar / xɔkɪstar /  / 
to burn;ʒaɣu / ʒaɣu / ʒaɣu / ʒaɣu / ʒaɣu / ʒaɣu / ʒaɣu / ʒaɣʊː / ʒaɣʊː / ʒaɣʊː / ʒaɣʊː / ʤaɣuː / ʤaɣuː / ʤaɣuː / ʤaq / ʤagʊː / yrtø / ʤaq / ʤaɣuː / ørttø / ʤag˳ / ʤɒq /  /  / ʤaɣuː / ʒaɣʊ / ʒaɣʊ / ʒaɣʊ / wørtøʊ / ʒaɣʊ / ʒaɣʊ / ʒaɣʊː / ʒaɣʊ / ʒaɣʊː / ʒaɣʊ / ʒaɣʊ / ʤaɣʊː / ʤaɣʊː / ʤaɣʊː / jɔndəriʃ / jɔqmɔq / jɔndɪrmɔq / jaqɪʃ / jɔqɪʃ / jɔqmɔq / jɔqmɔq / jɔqmɔq / jɔndɪrmɔq / jɔqmɔq / ;dargerondan / dargɪrundan / syxtan / gerɔndan / dargerondan / dargerundan / dargerundan / alav / dargurundan / dargʲerundan / alɔv / dargirundan / alɔv / suxtagi / suzɔndan / suxtan / dargirondan / girɔn /  / suxtan / dargirʊndan / suxtan / dargʲerundan / dargʲirundan / dargʲɪrundan / sʊxtan / dargirundan / dargirundan / dargirundan / suzɔndan / dargirundan / dargirundan / sʉxtan / grɔndan / ɔlɔw / ɔlɔwi / ɔlxaʃonak / ɔlxaʃʊnak /  / 
road;ʒɔl / ʒɔl / ʒɔł / ʒoł / ʒoł / ʒoł / ʃoł / ʒɔl / ʒɔl / ʒɔl / ʒɔl / ʤɔl / ʤɔl / ʤɔl / ʤɔl / ʤɔl / ʤɔl / ʤol / ʤɔl / ʤɔl / ʤɔl / ʤɔl / ʤɔl /  / ʤɔl / ʒɔl / ʒɔl / ʒɔl / ʤɔl / ʒɔl / ʒɔl / ʒɔl / ʒɔl / ʒɔl / ʒɔl / ʒɔl / ʤɔl / ʤɔl / ʤɔl / jʉl / jɔl / jɔl / jɔl / jʉl / jʉl / jʉl / jʊl / jʉl / jʉl / ;rɔh / roh / roh / rah / rah / rah / rɔh / rah / rah / rah / rah / rɔh / rɔh / rɔh / rɔh / rah / rah / rah / ra / rɔh / rɔh / rah / rah / rɒh / rah / rɔh / rɔh / rɔh / rɔh / rɔh / rɔh / rɔh / rah / raː / rɔˑt / rɔs / rɔt / rɔːt /  / 
mountain;taw / taw / taw / taw / taw / taw / taw / taʊ / taʊ / taʊ / taʊ / tɔː / tɔː / tɔː / tɔː / tɔː / tɔː / tɔː / tɔː / tɔː / tɔː / tɔː / tɔː / tɔː / tɔː / taʊ / taʊ / taʊ / taʊ / taʊ / taʊ / taʊ / taʊ / taʊ / taʊ / taʊ / taʊ / taɔ / taɔ / tɔɣ˳ / tɔɣ / tɔɣ˳ / tɔɣ˳ / tɔx / tɒɣ˳ / tɔɣ˳ / tɔɣ˳ / tɔɣ˳ / tɔɣ˳ / ;kʉh / kyh / køh / køh / køh / køh / kuh / kʊh / kʊh / kh̩ / kʊh / kʊh / kuh / kʉh / kuh / kh̩ / kh̩ / tɔɣ˳ / balandi / kh̩ / kʊh / pS̩ta / kʊh / kuh / kyh / kʉh / kʉh / kʉh / kʉh / kuh / kʉh / kʉh / tɔɣ / tɔɣ˳ / ɣar / ɣar / ɣar / ɣɔr /  / 
red;qɨzɨl / qɨzɨł / qɨzɨł / qɨzɨł / qɨzɨł / qɜzɨł / qɜzɜł / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / qɨzɨl / ;sʉrx / surx / surx / surx / surx / sørx / surx / sørx / surx / sr̩x / surx / sʉrx / surx / sʉrx / surx / sərx / sərx / surx / surx / sərx / sʊrx / sərx / syrx / surx / syrx / sʉrx / sʉrx / sʉrx / sʉrx / sʉrx / sʉrx / sʉrx / surx / surx / sʉrx / surx / surx / surx /  / 
green;ʒasɨł / ʒasɨł / ʒasəł / ʒasəł / ʒasɜł / ʒasɜł / ʒasɜł / kwøk / ʒaʃəl / ʒaʃɨl / ʒaʃɨl / ʤaʃɪl / ʤaʃɨl / ʤaʃɨl / ʤaʃɨl / ʤaʃɨl / ʤaʃɪl / ʤaʃɪl / ʤaʃɨl / ʤaʃɪl / ʤaʃɪl / køk / ʤaʃɪl / ʤaʃɪl / ʤaʃɨl / kwøk / ʒasɨl / kʉk / ʤaʃɨl / ʒasɨl / ʤasɨl / ʒasɨl / kʉk / kʊk / ʒasɨl / ʒasɨl / jaʃɨl / ʤasɨl / ʤasɨl / kʉk / zangʲɔrɪ / køk / køk / jaʃɪl / jaʃɪl / jaʃɪl / jaʃɪl / kʉk / jaʃɪl / ;kabud̥ / zangor / zangor /  / zangɔr / saβuz̥ / kabut / kabut / kabut / kabt̩ / kabud̥ / savz / savz / savz / sawz / sawz / sawz / kabɨt / kabɨt / sawz / kabud / sawz / zangɔr / kabut / kabut / kabɨd / sabz / savz / sabz / kabud / savz / kabɨd / kabɨt /  / kabud̥ / sabz / sabz / sabz /  / 
yellow;sarɜ / sarɜ / sarɜ / sarɜ / sarɨ / sarɨ / sarɜ / sarɨ / sarə / sarɨ / sarɨ / sarɨ / sarɨ / sarɨ / sarɨ / sarɨq / sarɨ / sarɨ / sarɨ / sarɨ / sarɜq / sarɜq / sarɜq / sarɨ / sarɨ / sarɜ / sarɜ / sarɐ / sarɨ / sarɨ / sarɨ / sarɨ / sarə / sarɜ / sarɜ / sarɜ / sarɜ / sarɜ / sarɜ / sarəq / sarɜq / sarɨq / sarɜq / sarəq / sarəq / sarəq / sarəq / sarəq / sarəq / ;zard / zard̥ / zard / zard /  / zard / zard / zard / zard / zard / zard / zard / zard / zard / zard / zard / zard / zart / zard̥ / zard̥ / zard / zard̥ / zard / zard / zard / zard / zard / zard / zard / zard / zard / zard / zard̥ / zard̥ / zard / zard / zard / zard /  / 
white;aq / aq / aq / aq / aq / aq / aq / aq / aq / aq / aq / aq / aq / aq / aq / aq / aq / aχ / aq / aq / ɒq / ɒq / ɒq / ɒq / aq / aq / aq / aq / aq / aq / aq / aq / aq / aq / aq / aq / aq / aq / aq / ɔq / ɔq / ɔq / ɔq / ɔq / ɔq / ɔq / ɔq / ɔq / ɔq / ;safʲed̥ / safʲed̥ / safʲed̥ / safɪd / safʲed / safʲed / safʲed / safʲɛd̥ / safʲed / safʲed / safʲed / safʲed / safed̥ / safʲed̥ / safʲed̥ / sfed̥ / sfed̥ / safʲed̥ / safed̥ / safʲɛd̥ / safʲed̥ / sfet / safʲed̥ / safʲed̥ / safʲed̥ / safʲɪd / safɪd / safʲɪd / safʲɪd / safʲed / safʲɪd / safʲed / safed̥ / safed̥ / safʲed̥ / safʲed̥ / safʲed̥ / safed̥ /  / 
black;qara / qara / qara / qara / qara / qara / qara / qɒra / qara / qara / qara / qara / qara / qara / qara / qara / qara / qara / qara / qara / qɔra / qɒra / qɒra / qɒra / qara / qara / qara / qara / qara / qɒra / qɒra / qɒra / qara / qara / qara / qara / qara / qara / qara / qora / qɔra / qɔra / qɔra / qɔra / qɔra / qɔra / qɔra / qɔra / qora / ;sijɔh / sijɔ / sijɒ / sijɔh / sijɔ / sija / sijɔh / sijɒ / sijɒ / sijɒ / sijɔh / sijɔh / sijɔh / sijɔh / sijɔ / sijah / sijɔh / sijɔ / sijɔ / sijɔh / sijɔh / sijɔh / sijɔ / sijɔ / sijɔh / sijɔ / sijɔ / sijɔ / sijɔh / sijɔh / sijɔh / sijɔh / sijɔ / sijɔˑ / sijɔ / sijɔh / ʃɔw / ʃɔw /  / 
night;tʉn / tʉn / tʉn / tʉn / tʉn / tʉn / tʉn / tʉn / tʉn / tʉn / tʉn / tyn / tyn / tyn / tyn / tyn / tyn / tyn / tyn / tyn / tʉn / tyn / tyn / tyn / tyn / tʉn / tʉn / tʉn / tʉn / tʉn / tʉn / tʉn / tʉn / tʉn / tʉn / tʉn / tʉn / tʉn / tʉn / keʧqʊrʊn / tun / tʉn / tʉn / ɔqʃɔn / ɔqʃɔn / ɔqʃɔn / ɔqʃɔn / tun / tun / ;ʃab / ʃab̥ / ʃab̥ / ʃap / ʃab̥ / ʃau / ʃab / ʃaw / ʃaw / ʃaɔ / ʃav / ʃav / ʃav / ʃap / ʃab / ʃaβ / ʃav / ʃap / ʃab̥ / ʃab / ʃab / ʃaw / ʧhab̥ / ʃab̥ / tɔrikɪ / ʃap / ʃab / ʃap / ʃab / ʃab / ʃab̥ / ʃab̥ / ʃab̥ / ʃab̥ / xiʃap / vjɔra / xɪʃap / xʃap /  / 
day;kʉndɪz̥ / kʉn / kʉndɨz̥ / kʉn / kʉn / kʉndɨz̥ / kʉndɨz̥ / kʉn / kʉn / kʉn / kʉn / kyndɨz̥ / kyn / gyn / kʉn / kyn / gyn / gyn / kyn / gyn / gyn / gyn / gyn / kyndyz̥ / gʉn / kʉn / kʉndɨz̥ / kʉn / kʉn / kʉn / kun / kʉn / kʉn / kʉn / kʉn / kʉn / kʉn / kʉndɨz / kʉndɨz / kun / kʉndʉz̥ / kʉn / kʉndʉz / kʉn / kʉndʉz / kʉndʉz / kʉndʉz / kun / kun / ;rʊz / rʊz / røz / røz̥ / røz̥ / ruz / ruz / rʊz / ruz / ruz̥ / ruz / ruz / ruz / ruz / ruz / ruz / ruz / rʉz̥ / rʉz / ruz / ruz / ruz / ruz̥ / ruz̥ / ruz̥ / rʊz / rʊz / rʊz / rʊz / rʊz / rʊz / rʊz / rʉz / rʉz / met / met / mʲet / met /  / 
year;ʒɨł / ʒɨł / ʒɨł / ʒɨł / ʒɨł / ʒɨł / ʒɨł / ʒɨl / ʒɪl / ʒɨl / ʒɪl / ʤɪl / ʤɪl / ʤɪl / ʤɪl / ʤɪł / ʤɪł / ʤɪl / ʤɪl / ʤɪl / ʤɪl / ʤɪl / ʤɪl / ʤɪl / ʤɪl / ʒɨl / ʒɨl / ʒɨl / ʤɪl / ʒɨl / ʒɨl / ʒɨl / ʒɪl / ʒɪl / ʒɨl / ʒɨl / jɪl / ʤɪl / ʤɪl / jil / jil / jil / jil / jɪł / jɪł / jɪł / jɨł / jil / jil / ;sɔl / sol / sɔl / sol / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sol / sɔl / sɔl / sɔl / sɔl / shɔl / sɔl / sol / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl /  / 
autumn;kʉz̥ / kʉz̥ / kʉz̥ / kʉz̥ / kʉz̥ / kʉz̥ / kʉz̥ / kʉz̥ / kʉz̥ / kʉz̥ / kʉz̥ / gyz̥ / gyz̥ / gyz̥ / kʉz̥ / kyz̥ / gyz̥ / gyz̥ / gyz̥ / gyz̥ / gyz̥ / kyz̥ / kyz̥ / kyz̥ / gʉz̥ / gʉz̥ / gʉz̥ / gʉz̥ / kʉz̥ / gʉz̥ / kʉz̥ / gʉz̥ / gʉz̥ / kʉz̥ / gʉz̥ / gʉz̥ / kʉz̥ / kʉz̥ / kʉz̥ / kuz̥ / kʉz̥ / kʉz̥ / kʉz̥ / kʉz̥ / kʉz̥ / kʉz̥ / kʉz̥ / kuz̥ / kʊz / ; /  /  /  /  /  /  /  /  /  /  / tiramɔh / tiramɔh / tiramɔh / tiramɔh / tiramɔh / tiramɔh / tiramɔ / tramɔ / tiramɔh / tiramɔh / tiramɔh /  /  /  / tiramɔh / tiramɔh / tiramɔh / tiramɔh / tiramɔh / tiramɔh /  / tiramɔ / tiramɔ / tiramɔh / tirmɔ / tirma / tirma /  / 
